X,Y,Z
-329.057,16.2668,-148.938
-336.04,22.9346,-156.643
-332.509,20.2389,-160.972
-325.918,12.4472,-165.04
-325.027,9.20484,-165.653
-322.024,3.51269,-164.067
-317.979,-1.84901,-172.603
-343.983,30.0582,-93.6938
-349.517,32.6394,-94.8831
-342.628,24.5292,-106.99
-338.443,20.0661,-116.497
-338.078,21.0703,-118.865
-341.296,29.4557,-123.546
-344.797,28.6936,-130.361
-341.95,22.5822,-136.198
-341.858,22.3708,-141.319
-341.081,27.2495,-151.042
-338.935,25.9843,-155.067
-334.234,15.5291,-151.013
-333.034,17.7446,-160.448
-329.274,12.3858,-164.312
-325.697,5.2875,-166.372
-330.532,9.32569,-187.824
-316.82,-4.72654,-165.506
-311.546,-11.3589,-154.535
-342.006,18.9492,-97.1334
-347.836,21.0923,-102.399
-341.966,18.6614,-110.968
-340.536,18.8427,-113.037
-344.698,19.4253,-120.42
-337.393,14.8961,-125.811
-344.909,20.4573,-130.086
-347.144,21.7258,-133.856
-341.332,14.7084,-140.72
-333.47,9.29393,-141.013
-344.456,23.2168,-158.883
-324.445,0.264269,-140.248
-333.726,12.0124,-162.3
-332.648,7.13868,-158.662
-326.096,0.883717,-162.238
-326.303,4.29894,-168.115
-318.706,-5.19865,-163.906
-316.339,-6.68165,-166.737
-313.918,-10.148,-165.672
-343.552,14.6435,-95.4314
-339.417,12.4574,-105.458
-341.407,11.2263,-111.644
-337.178,8.15428,-115.445
-336.878,7.52121,-120.318
-345.354,12.4496,-126.281
-342.048,14.823,-127.383
-352.812,20.8352,-134.58
-353.708,21.7538,-147.084
-344.472,11.6474,-144.151
-343.413,10.9673,-150.639
-338.362,10.9615,-152.311
-329.318,1.30408,-149.166
-324.269,-3.04499,-146.787
-324.207,-1.80007,-169.078
-339.442,3.00931,-91.7003
-340.937,3.5794,-102.87
-340.789,5.17479,-106.852
-334.023,-0.0952703,-117.816
-349.714,11.377,-117.388
-358.591,19.7104,-123.6
-338.578,2.25815,-128.829
-342.58,7.20797,-134.418
-328.265,-3.56696,-137.03
-337.076,5.11133,-151.697
-334.474,3.56723,-153.508
-326.433,-3.29323,-151.186
-332.773,0.204848,-169.718
-322.21,-5.77838,-158.283
-318.544,-9.14909,-153.854
-342.392,4.15639,-96.6273
-345.676,4.07537,-105.477
-345.983,3.05767,-111.197
-363.912,12.4436,-108.995
-342.85,3.70588,-118.42
-332.629,-2.36306,-123.282
-343.825,5.09973,-130.541
-345.105,5.01945,-132.046
