X,Y,Z
-272.156,-10.5166,-77.9282
-267.729,-10.5721,-84.0778
-271.906,-11.4213,-85.366
-268.368,-12.7683,-88.9549
-274.805,-11.1467,-89.3504
-261.896,-8.7601,-63.8001
-263.098,-8.70834,-66.8127
-264.504,-9.23229,-70.3072
-272.605,-7.34669,-75.4261
-274.858,-9.45534,-77.5501
-272.938,-7.32776,-86.4501
-275.202,-8.57125,-89.5976
-268.788,-3.50005,-60.5118
-272.508,-5.3486,-70.7924
-272.274,-4.95208,-71.793
-278.495,-5.69995,-76.9969
-272.611,-6.23784,-78.1795
-274.938,-5.06967,-87.5494
-269.954,-0.294763,-64.2374
-273.059,-2.72391,-70.0511
-273.383,-3.7721,-79.5744
-274.097,-1.631,-80.5345
-276.804,-2.52381,-88.8984
-271.722,2.89414,-59.69
-273.871,-1.11558,-66.5193
-271.822,1.41142,-69.8337
-273.195,0.661933,-73.2381
-280.641,-1.81383,-76.2187
-271.629,2.85026,-78.297
-274.682,0.924757,-80.8756
-276.997,0.179722,-85.0564
-276.49,-0.019471,-86.4982
-275.624,4.09797,-61.575
-272.452,2.83619,-64.8713
-262.117,10.5144,-66.7681
-276.176,2.01304,-80.1912
-276.112,1.58158,-80.8917
-277.256,1.74687,-83.9213
-276.91,1.79783,-88.2428
-276.014,4.51405,-61.4499
-273.446,6.78412,-65.0014
-263.305,12.3778,-71.0106
-264.805,15.5549,-76.6159
-274.018,7.16511,-78.0385
-274.806,7.1354,-86.6301
-275.88,7.6048,-87.6764
-277.482,10.2886,-58.4851
-275.768,12.5003,-59.0818
-274.862,9.79213,-68.303
-276.05,12.5457,-70.2648
-282.013,4.31391,-75.5184
-265.361,17.547,-80.7675
-271.819,14.2739,-84.2566
-275.68,10.592,-87.0783
-277.701,10.4158,-88.239
-277.549,13.0436,-57.498
-277.959,13.8832,-61.2273
-278.717,14.1714,-65.0883
-276.731,16.8538,-73.1064
-282.066,8.96652,-75.4853
-278.608,14.674,-78.859
-277.8,15.2751,-81.1561
-277.047,14.1204,-85.1768
-278.182,20.4355,-56.4728
-280.153,14.4387,-66.1179
-281.123,16.7238,-68.1736
-280.928,16.6409,-72.4203
-281.046,12.5359,-75.3414
-277.506,21.4694,-77.5874
-278.107,15.76,-81.8824
-278.284,16.422,-88.1377
-280.784,23.0832,-56.7474
-283.693,19.4036,-64.7094
-281.268,18.3278,-69.7523
-281.331,18.9854,-71.1055
-280.545,18.7025,-75.4686
-281.79,22.5982,-79.8224
-281.73,23.6488,-84.959
-283.137,21.0317,-87.2267
-284.163,20.8078,-59.4669
-282.345,25.6539,-62.0599
-281.21,25.6617,-68.5817
-283.537,21.5042,-70.7323
-283.463,22.9049,-75.4088
-284.007,21.6607,-78.0671
-283.63,22.77,-81.2763
-283.558,20.8259,-87.7028
-286.958,28.5315,-58.497
-285.619,28.8188,-62.6694
-285.218,29.1264,-63.5594
-286.727,30.8597,-70.7879
-285.082,31.4945,-73.5014
-286.067,32.8797,-79.5175
-285.738,31.7951,-83.0005
-286.972,27.8164,-87.458
-290.518,39.959,-53.121
-288.398,30.5621,-60.1153
-289.191,34.4726,-64.803
-288.041,34.873,-71.8717
-287.476,32.6185,-73.1087
-287.285,34.1205,-79.1036
-288.119,31.1003,-85.5107
-294.919,40.8634,-58.6131
-293.285,41.0974,-65.4691
-292.948,41.076,-68.9109
-292.279,38.207,-74.9915
-291.666,37.4333,-77.9081
-292.284,34.7733,-85.2927
-297.925,44.4303,-52.4351
-297.494,44.5665,-55.3978
-296.449,49.2794,-58.7021
-295.46,46.4795,-70.5701
-295.088,51.7973,-74.6893
-296.122,56.966,-77.3941
-301.553,52.2242,-61.1266
-303.145,53.7702,-64.507
-305.575,56.5213,-74.1169
-302.844,57.0556,-82.9625
-301.788,54.8392,-86.1799
-311.867,52.7565,-51.9284
-310.388,55.6215,-62.8994
-309.611,56.5384,-63.8743
-316.094,59.8312,-74.9649
-309.743,57.2965,-78.0051
-312.72,56.3305,-84.612
-320.332,51.0373,-59.0106
-318.756,52.5223,-64.0724
-320.672,55.4368,-72.8118
-315.493,54.4847,-86.936
-324.751,47.2898,-53.1564
-325.784,48.1799,-57.0997
-328.025,50.4778,-67.249
-323.634,56.7524,-72.9228
-326.83,63.6105,-82.082
-326.178,50.3241,-88.4711
-332.554,52.5084,-57.4049
-330.36,53.8617,-64.9052
-331.391,50.8054,-76.0178
-330.378,51.4626,-79.0775
-337.289,54.2014,-90.6006
-348.191,69.8449,-53.941
-341.352,49.8395,-69.5908
-341.158,49.6929,-75.5594
-341.494,46.2607,-80.5882
-338.256,49.1804,-88.8848
-344.743,41.9906,-54.74
-341.172,35.8087,-59.7319
-341.749,39.5811,-70.5294
-341.322,38.996,-71.2152
-340.699,38.0823,-79.9692
-343.732,41.1725,-84.5767
-344.416,33.4715,-57.4182
-346.09,30.2726,-61.3088
-344.168,30.3125,-70.0729
-344.453,28.9758,-71.3891
-346.266,31.3602,-89.2165
-344.357,29.0766,-90.9642
-346.654,26.9488,-64.0705
-344.41,22.5192,-68.0913
-343.741,26.869,-75.0658
-343.904,20.7995,-80.543
-342.372,20.3204,-85.5093
-342.906,26.7559,-92.8914
-344.655,22.4868,-95.7146
-344.085,19.362,-58.5817
-342.318,17.4572,-65.8267
-343.13,16.3029,-67.7105
-344.892,15.9808,-75.3005
-344.425,15.9202,-80.8958
-341.055,17.7138,-86.8557
-340.074,14.4043,-88.0756
-341.136,14.2459,-93.9276
-346.02,15.0375,-69.0991
-346.214,11.2471,-74.5256
-361.393,22.7657,-78.4258
-344.12,11.5652,-87.2521
-343.633,10.8893,-89.9888
-340.932,7.47725,-92.8374
-356.633,10.8755,-56.9815
-353.433,11.337,-60.6894
-355.342,11.796,-65.2445
-343.922,7.15788,-80.9563
-341.275,4.48166,-84.9254
-340.877,7.25311,-93.6722
-358.365,7.83559,-57.0805
-359.682,2.38593,-59.9147
-340.275,1.06612,-85.5725
-342.752,-1.07236,-88.0911
-342.168,2.05643,-91.9009
-360.164,1.54906,-60.7354
-340.698,-4.05932,-84.6924
-341.641,-2.69729,-86.4247
-351.598,-3.7023,-95.4734
-349.853,-10.0124,-59.4822
-350.352,-7.92891,-76.6041
-351.903,-8.17251,-79.3397
-339.414,-6.87107,-82.2629
-348.291,-7.97784,-98.0054
-343.98,-15.5832,-11.8311
-346.645,-15.3036,-15.69
-348.802,-21.2428,-14.4569
-349.392,-24.8952,-15.9674
-346.077,-28.5791,-5.01622
-349.231,-29.0411,-20.231
-346.034,-31.0404,-6.85279
-346.294,-33.9054,-13.1477
-345.605,-34.1547,-18.561
-349.143,-30.9134,-23.8581
-348.374,-31.7063,-31.2206
-346.808,-33.1806,-32.9621
-342.769,-36.1716,-26.8995
-342.494,-37.6077,-29.4132
-345.493,-35.4953,-33.2609
-345.014,-42.5753,-31.7321
-343.877,-41.3698,-33.9464
-345.648,-44.4012,-37.8979
-343.605,-49.7777,-10.8247
-341.933,-49.4088,-16.3247
-342.219,-48.6863,-24.6911
-343.033,-48.433,-25.9562
-344.993,-48.3505,-32.4479
-338.334,-56.5439,-15.1136
-342.946,-54.0864,-27.0577
-338.854,-57.535,-17.5683
-339.321,-58.6612,-23.0012
-337.744,-60.4487,-30.6085
-337.423,-64.2828,-30.6764
-336.274,-63.5085,-45.4082
-336.074,-61.5218,-52.0162
-337.233,-65.9547,-34.3877
-336.395,-64.1841,-42.9357
-333.472,-62.139,-53.5646
-330.342,-65.763,-55.9078
-328.067,-63.9053,-17.2245
-326.684,-66.1766,-22.3197
-324.595,-67.0217,-24.8603
-329.993,-66.8687,-31.5055
-327.497,-66.1154,-49.2903
-326.747,-65.8727,-50.0848
-330.528,-66.4704,-56.0135
-323.535,-68.5129,-27.9312
-325.393,-69.95,-48.6509
-322.733,-68.5141,-52.5682
-322.2,-67.8887,-56.5211
-315.093,-74.1231,-44.5608
-312.675,-67.6217,-59.2776
-313.121,-70.5743,-62.5277
-308.122,-71.4,-24.9196
-307.336,-71.6802,-24.9227
-313.607,-75.3703,-43.3078
-307.359,-74.1649,-48.2604
-311.958,-71.3153,-61.7922
-307.564,-67.7982,-60.6222
-303.065,-63.1221,-26.1591
-303.453,-71.4208,-26.4122
-303.819,-72.5574,-51.8427
-302.614,-69.8834,-62.2348
-305.913,-67.1117,-67.6689
-300.192,-64.3744,-30.3928
-295.716,-66.4311,-34.4039
-300.553,-71.8905,-53.9485
-297.729,-70.7284,-56.2672
-298.02,-70.5852,-62.2941
-292.15,-66.5976,-37.5422
-291.867,-77.47,-41.5815
-291.626,-76.7321,-47.7851
-288.382,-74.9251,-55.1558
-294.94,-70.0311,-59.6275
-291.58,-66.8825,-62.3718
-290.64,-67.4772,-67.9137
-284.828,-66.5642,-37.3998
-289.868,-66.053,-40.1271
-285.279,-65.7605,-44.5153
-284.545,-68.0948,-54.1064
